provider,p_error,date,s_error,p_predicted,catalogued,p_detected,event_id,long,s_detected,s_confidence,plot_path,unique_id,depth,network,s_predicted,lat,p_confidence,time,mag_type,epi_distance,detected,code,mag
Detection,,2024-08-26,,,False,2024-08-26T05:34:51.510000,,,,,,2024-08-26_305,,AM,,,0.14486607909202576,2024-08-26T05:34:51.510000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:35:06.060000,,,,,,2024-08-26_306,,AM,,,0.13502895832061768,2024-08-26T05:35:06.060000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:35:47.870000,,,,,,2024-08-26_307,,AM,,,0.10422854870557785,2024-08-26T05:35:47.870000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:35:51.110000,,,,,,2024-08-26_308,,AM,,,0.42693981528282166,2024-08-26T05:35:51.110000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:36:27.060000,,,,,,2024-08-26_309,,AM,,,0.3354770839214325,2024-08-26T05:36:27.060000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:37:00.620000,,,,,,2024-08-26_310,,AM,,,0.18513935804367065,2024-08-26T05:37:00.620000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:38:35.040000,,,,,,2024-08-26_311,,AM,,,0.2178000509738922,2024-08-26T05:38:35.040000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:42:05.990000,,,,,,2024-08-26_312,,AM,,,0.25594449043273926,2024-08-26T05:42:05.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:42:07.960000,,,,,,2024-08-26_313,,AM,,,0.1301448494195938,2024-08-26T05:42:07.960000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:42:09.410000,,,,,,2024-08-26_314,,AM,,,0.2039245367050171,2024-08-26T05:42:09.410000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:42:24.550000,,,,,,2024-08-26_315,,AM,,,0.1253408044576645,2024-08-26T05:42:24.550000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:42:37.020000,,,,,,2024-08-26_316,,AM,,,0.722453236579895,2024-08-26T05:42:37.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:42:41.010000,,,,,,2024-08-26_317,,AM,,,0.13524767756462097,2024-08-26T05:42:41.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:46:18.800000,,,,,,2024-08-26_318,,AM,,,0.3848521411418915,2024-08-26T05:46:18.800000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:47:31.510000,,,,,,2024-08-26_319,,AM,,,0.40389204025268555,2024-08-26T05:47:31.510000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:49:24.550000,,,,,,2024-08-26_320,,AM,,,0.22892670333385468,2024-08-26T05:49:24.550000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:50:49.130000,,,,,,2024-08-26_321,,AM,,,0.5033109784126282,2024-08-26T05:50:49.130000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:51:43.010000,,,,,,2024-08-26_322,,AM,,,0.48905113339424133,2024-08-26T05:51:43.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:56:20.050000,,,,,,2024-08-26_323,,AM,,,0.43627387285232544,2024-08-26T05:56:20.050000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:56:21,,,,,,2024-08-26_324,,AM,,,0.1557813584804535,2024-08-26T05:56:21,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:56:43.390000,,,,,,2024-08-26_325,,AM,,,0.11230728775262833,2024-08-26T05:56:43.390000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:58:20.090000,,,,,,2024-08-26_326,,AM,,,0.7945579290390015,2024-08-26T05:58:20.090000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T05:59:07.010000,,,,,,2024-08-26_327,,AM,,,0.3673225939273834,2024-08-26T05:59:07.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:01:05.960000,,,,,,2024-08-26_328,,AM,,,0.2888834774494171,2024-08-26T06:01:05.960000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:01:46.220000,,,,,,2024-08-26_329,,AM,,,0.18560487031936646,2024-08-26T06:01:46.220000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:02:16.100000,,,,,,2024-08-26_330,,AM,,,0.21174994111061096,2024-08-26T06:02:16.100000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:03:05.010000,,,,,,2024-08-26_331,,AM,,,0.12042059004306793,2024-08-26T06:03:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:03:53.030000,,,,,,2024-08-26_332,,AM,,,0.1654025763273239,2024-08-26T06:03:53.030000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:04:06.040000,,,,,,2024-08-26_333,,AM,,,0.6754464507102966,2024-08-26T06:04:06.040000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:07:50.020000,,,,,,2024-08-26_334,,AM,,,0.1073698177933693,2024-08-26T06:07:50.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:09:17.830000,,,,,,2024-08-26_335,,AM,,,0.737214207649231,2024-08-26T06:09:17.830000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:10:53.060000,,,,,,2024-08-26_336,,AM,,,0.18413671851158142,2024-08-26T06:10:53.060000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:13:06.020000,,,,,,2024-08-26_337,,AM,,,0.7816676497459412,2024-08-26T06:13:06.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:15:16.870000,,,,,,2024-08-26_338,,AM,,,0.38177764415740967,2024-08-26T06:15:16.870000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:16:47.740000,,,,,,2024-08-26_339,,AM,,,0.14069874584674835,2024-08-26T06:16:47.740000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:18:37.010000,,,,,,2024-08-26_340,,AM,,,0.4175332188606262,2024-08-26T06:18:37.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:19:52.370000,,,,,,2024-08-26_341,,AM,,,0.31812551617622375,2024-08-26T06:19:52.370000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:20:16.660000,,,,,,2024-08-26_342,,AM,,,0.16582882404327393,2024-08-26T06:20:16.660000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:24:19.420000,,,,,,2024-08-26_343,,AM,,,0.38684019446372986,2024-08-26T06:24:19.420000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:27:48.760000,,,,,,2024-08-26_344,,AM,,,0.11825847625732422,2024-08-26T06:27:48.760000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:30:05.090000,,,,,,2024-08-26_345,,AM,,,0.2848966419696808,2024-08-26T06:30:05.090000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:31:08.010000,,,,,,2024-08-26_346,,AM,,,0.5935431718826294,2024-08-26T06:31:08.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:31:09,,,,,,2024-08-26_347,,AM,,,0.21279481053352356,2024-08-26T06:31:09,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:33:27.500000,,,,,,2024-08-26_348,,AM,,,0.7634037137031555,2024-08-26T06:33:27.500000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:34:52.540000,,,,,,2024-08-26_349,,AM,,,0.16532930731773376,2024-08-26T06:34:52.540000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:37:05.010000,,,,,,2024-08-26_350,,AM,,,0.46391189098358154,2024-08-26T06:37:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:37:05.980000,,,,,,2024-08-26_351,,AM,,,0.14908409118652344,2024-08-26T06:37:05.980000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:38:18.220000,,,,,,2024-08-26_352,,AM,,,0.17646117508411407,2024-08-26T06:38:18.220000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:38:35.090000,,,,,,2024-08-26_353,,AM,,,0.1390112042427063,2024-08-26T06:38:35.090000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:39:05.960000,,,,,,2024-08-26_354,,AM,,,0.2004009634256363,2024-08-26T06:39:05.960000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:39:07.010000,,,,,,2024-08-26_355,,AM,,,0.24186232686042786,2024-08-26T06:39:07.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:39:17.320000,,,,,,2024-08-26_356,,AM,,,0.13197998702526093,2024-08-26T06:39:17.320000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:39:42.700000,,,,,,2024-08-26_357,,AM,,,0.11388464272022247,2024-08-26T06:39:42.700000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:40:50.060000,,,,,,2024-08-26_358,,AM,,,0.20846669375896454,2024-08-26T06:40:50.060000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:40:53.100000,,,,,,2024-08-26_359,,AM,,,0.10471834242343903,2024-08-26T06:40:53.100000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:43:03.950000,,,,,,2024-08-26_360,,AM,,,0.10977145284414291,2024-08-26T06:43:03.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:43:35.010000,,,,,,2024-08-26_361,,AM,,,0.10678265988826752,2024-08-26T06:43:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:45:52.660000,,,,,,2024-08-26_362,,AM,,,0.24851900339126587,2024-08-26T06:45:52.660000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:49:29.710000,,,,,,2024-08-26_363,,AM,,,0.11624923348426819,2024-08-26T06:49:29.710000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:51:08.420000,,,,,,2024-08-26_364,,AM,,,0.45254307985305786,2024-08-26T06:51:08.420000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:52:05.030000,,,,,,2024-08-26_365,,AM,,,0.5083327293395996,2024-08-26T06:52:05.030000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:52:49.350000,,,,,,2024-08-26_366,,AM,,,0.29302191734313965,2024-08-26T06:52:49.350000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:53:16.330000,,,,,,2024-08-26_367,,AM,,,0.5962086319923401,2024-08-26T06:53:16.330000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:54:01.580000,,,,,,2024-08-26_368,,AM,,,0.11520124226808548,2024-08-26T06:54:01.580000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:56:35.020000,,,,,,2024-08-26_369,,AM,,,0.7634800672531128,2024-08-26T06:56:35.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:59:22.050000,,,,,,2024-08-26_370,,AM,,,0.2415245622396469,2024-08-26T06:59:22.050000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T06:59:23.100000,,,,,,2024-08-26_371,,AM,,,0.2916732728481293,2024-08-26T06:59:23.100000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:01:35.010000,,,,,,2024-08-26_372,,AM,,,0.20291051268577576,2024-08-26T07:01:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:01:35.990000,,,,,,2024-08-26_373,,AM,,,0.11053118854761124,2024-08-26T07:01:35.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:04:38.990000,,,,,,2024-08-26_374,,AM,,,0.155277818441391,2024-08-26T07:04:38.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:05:33.920000,,,,,,2024-08-26_375,,AM,,,0.47113385796546936,2024-08-26T07:05:33.920000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:06:05.010000,,,,,,2024-08-26_376,,AM,,,0.19809187948703766,2024-08-26T07:06:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:06:05.970000,,,,,,2024-08-26_377,,AM,,,0.1756320297718048,2024-08-26T07:06:05.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:06:07,,,,,,2024-08-26_378,,AM,,,0.1347523033618927,2024-08-26T07:06:07,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:06:40,,,,,,2024-08-26_379,,AM,,,0.7685192227363586,2024-08-26T07:06:40,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:08:56.420000,,,,,,2024-08-26_380,,AM,,,0.21781770884990692,2024-08-26T07:08:56.420000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:11:14.710000,,,,,,2024-08-26_381,,AM,,,0.34849753975868225,2024-08-26T07:11:14.710000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:14:38.460000,,,,,,2024-08-26_382,,AM,,,0.17953787744045258,2024-08-26T07:14:38.460000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:15:18.950000,,,,,,2024-08-26_383,,AM,,,0.7997242212295532,2024-08-26T07:15:18.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:21:01.400000,,,,,,2024-08-26_384,,AM,,,0.6137924790382385,2024-08-26T07:21:01.400000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:21:32.290000,,,,,,2024-08-26_385,,AM,,,0.2788209319114685,2024-08-26T07:21:32.290000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:23:11.310000,,,,,,2024-08-26_386,,AM,,,0.13877330720424652,2024-08-26T07:23:11.310000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:23:42.440000,,,,,,2024-08-26_387,,AM,,,0.108791783452034,2024-08-26T07:23:42.440000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:25:42.220000,,,,,,2024-08-26_388,,AM,,,0.2280593365430832,2024-08-26T07:25:42.220000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:26:23.100000,,,,,,2024-08-26_389,,AM,,,0.10514044016599655,2024-08-26T07:26:23.100000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:27:08.930000,,,,,,2024-08-26_390,,AM,,,0.11017929017543793,2024-08-26T07:27:08.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:31:25.140000,,,,,,2024-08-26_391,,AM,,,0.12532517313957214,2024-08-26T07:31:25.140000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:34:06.370000,,,,,,2024-08-26_392,,AM,,,0.46226590871810913,2024-08-26T07:34:06.370000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:35:05.990000,,,,,,2024-08-26_393,,AM,,,0.4024031162261963,2024-08-26T07:35:05.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:36:03.410000,,,,,,2024-08-26_394,,AM,,,0.27464571595191956,2024-08-26T07:36:03.410000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:37:23.080000,,,,,,2024-08-26_395,,AM,,,0.19358325004577637,2024-08-26T07:37:23.080000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:39:12.520000,,,,,,2024-08-26_396,,AM,,,0.3410540223121643,2024-08-26T07:39:12.520000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:39:48.960000,,,,,,2024-08-26_397,,AM,,,0.11132647097110748,2024-08-26T07:39:48.960000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:45:25.880000,,,,,,2024-08-26_398,,AM,,,0.21211421489715576,2024-08-26T07:45:25.880000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:46:37.380000,,,,,,2024-08-26_399,,AM,,,0.316084623336792,2024-08-26T07:46:37.380000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:47:27.410000,,,,,,2024-08-26_400,,AM,,,0.11139889806509018,2024-08-26T07:47:27.410000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:48:05.220000,,,,,,2024-08-26_401,,AM,,,0.6212093234062195,2024-08-26T07:48:05.220000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:48:25,,,,,,2024-08-26_402,,AM,,,0.13256877660751343,2024-08-26T07:48:25,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:57:08.040000,,,,,,2024-08-26_403,,AM,,,0.32306474447250366,2024-08-26T07:57:08.040000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T07:57:53.050000,,,,,,2024-08-26_404,,AM,,,0.24723032116889954,2024-08-26T07:57:53.050000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:01:39.930000,,,,,,2024-08-26_405,,AM,,,0.34172195196151733,2024-08-26T08:01:39.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:01:42.970000,,,,,,2024-08-26_406,,AM,,,0.20050407946109772,2024-08-26T08:01:42.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:07:38.020000,,,,,,2024-08-26_407,,AM,,,0.5975707173347473,2024-08-26T08:07:38.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:07:39.010000,,,,,,2024-08-26_408,,AM,,,0.1244020015001297,2024-08-26T08:07:39.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:09:21.040000,,,,,,2024-08-26_409,,AM,,,0.1607353687286377,2024-08-26T08:09:21.040000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:09:22.040000,,,,,,2024-08-26_410,,AM,,,0.16831251978874207,2024-08-26T08:09:22.040000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:13:10.950000,,,,,,2024-08-26_411,,AM,,,0.6720383167266846,2024-08-26T08:13:10.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:15:35.960000,,,,,,2024-08-26_412,,AM,,,0.19367052614688873,2024-08-26T08:15:35.960000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:15:37.970000,,,,,,2024-08-26_413,,AM,,,0.2221526801586151,2024-08-26T08:15:37.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:24:07.600000,,,,,,2024-08-26_414,,AM,,,0.5851162672042847,2024-08-26T08:24:07.600000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:24:37.970000,,,,,,2024-08-26_415,,AM,,,0.18222931027412415,2024-08-26T08:24:37.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:24:38.990000,,,,,,2024-08-26_416,,AM,,,0.27357620000839233,2024-08-26T08:24:38.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:26:47.660000,,,,,,2024-08-26_417,,AM,,,0.12508700788021088,2024-08-26T08:26:47.660000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:29:01.340000,,,,,,2024-08-26_418,,AM,,,0.7936312556266785,2024-08-26T08:29:01.340000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:31:12.410000,,,,,,2024-08-26_419,,AM,,,0.7208189368247986,2024-08-26T08:31:12.410000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:34:05.010000,,,,,,2024-08-26_420,,AM,,,0.3774197995662689,2024-08-26T08:34:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:41:46.440000,,,,,,2024-08-26_421,,AM,,,0.12185075879096985,2024-08-26T08:41:46.440000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:43:26.430000,,,,,,2024-08-26_422,,AM,,,0.21576836705207825,2024-08-26T08:43:26.430000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:44:20.060000,,,,,,2024-08-26_423,,AM,,,0.19992093741893768,2024-08-26T08:44:20.060000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:44:48.200000,,,,,,2024-08-26_424,,AM,,,0.2803152799606323,2024-08-26T08:44:48.200000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:46:08.010000,,,,,,2024-08-26_425,,AM,,,0.4427448511123657,2024-08-26T08:46:08.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:46:09.040000,,,,,,2024-08-26_426,,AM,,,0.10034900903701782,2024-08-26T08:46:09.040000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:46:55.110000,,,,,,2024-08-26_427,,AM,,,0.2762061655521393,2024-08-26T08:46:55.110000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:50:49.260000,,,,,,2024-08-26_428,,AM,,,0.21025492250919342,2024-08-26T08:50:49.260000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:52:20.160000,,,,,,2024-08-26_429,,AM,,,0.38227880001068115,2024-08-26T08:52:20.160000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T08:53:35.010000,,,,,,2024-08-26_430,,AM,,,0.11844316124916077,2024-08-26T08:53:35.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:02:49.100000,,,,,,2024-08-26_431,,AM,,,0.18593113124370575,2024-08-26T09:02:49.100000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:04:49.930000,,,,,,2024-08-26_432,,AM,,,0.10048630833625793,2024-08-26T09:04:49.930000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:05:53.250000,,,,,,2024-08-26_433,,AM,,,0.1124868392944336,2024-08-26T09:05:53.250000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:09:27.590000,,,,,,2024-08-26_434,,AM,,,0.2537471652030945,2024-08-26T09:09:27.590000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:10:06.890000,,,,,,2024-08-26_435,,AM,,,0.14459818601608276,2024-08-26T09:10:06.890000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:11:25.510000,,,,,,2024-08-26_436,,AM,,,0.22851219773292542,2024-08-26T09:11:25.510000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:12:18.140000,,,,,,2024-08-26_437,,AM,,,0.11119929701089859,2024-08-26T09:12:18.140000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:18:38.020000,,,,,,2024-08-26_438,,AM,,,0.1372484713792801,2024-08-26T09:18:38.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:18:38.960000,,,,,,2024-08-26_439,,AM,,,0.2365596890449524,2024-08-26T09:18:38.960000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:19:31.090000,,,,,,2024-08-26_440,,AM,,,0.8538290858268738,2024-08-26T09:19:31.090000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:21:23.050000,,,,,,2024-08-26_441,,AM,,,0.2799248993396759,2024-08-26T09:21:23.050000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:22:05.010000,,,,,,2024-08-26_442,,AM,,,0.17588546872138977,2024-08-26T09:22:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:23:26.120000,,,,,,2024-08-26_443,,AM,,,0.5236510634422302,2024-08-26T09:23:26.120000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:25:19.020000,,,,,,2024-08-26_444,,AM,,,0.43001776933670044,2024-08-26T09:25:19.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:27:37.010000,,,,,,2024-08-26_445,,AM,,,0.2027653157711029,2024-08-26T09:27:37.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:27:37.970000,,,,,,2024-08-26_446,,AM,,,0.11394471675157547,2024-08-26T09:27:37.970000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:29:04.110000,,,,,,2024-08-26_447,,AM,,,0.15480099618434906,2024-08-26T09:29:04.110000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:29:30.950000,,,,,,2024-08-26_448,,AM,,,0.1814602017402649,2024-08-26T09:29:30.950000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:34:08.820000,,,,,,2024-08-26_449,,AM,,,0.16900862753391266,2024-08-26T09:34:08.820000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:39:08.020000,,,,,,2024-08-26_450,,AM,,,0.10207079350948334,2024-08-26T09:39:08.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:39:08.990000,,,,,,2024-08-26_451,,AM,,,0.47976309061050415,2024-08-26T09:39:08.990000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:47:34.690000,,,,,,2024-08-26_452,,AM,,,0.6160818934440613,2024-08-26T09:47:34.690000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:58:05.720000,,,,,,2024-08-26_453,,AM,,,0.22890016436576843,2024-08-26T09:58:05.720000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T09:58:31.880000,,,,,,2024-08-26_454,,AM,,,0.12241330742835999,2024-08-26T09:58:31.880000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T10:03:11.020000,,,,,,2024-08-26_455,,AM,,,0.2615991532802582,2024-08-26T10:03:11.020000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T10:03:39.380000,,,,,,2024-08-26_456,,AM,,,0.10334771871566772,2024-08-26T10:03:39.380000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T10:07:40.570000,,,,,,2024-08-26_457,,AM,,,0.10498634725809097,2024-08-26T10:07:40.570000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T10:19:49.070000,,,,,,2024-08-26_458,,AM,,,0.7088335156440735,2024-08-26T10:19:49.070000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T10:22:36.030000,,,,,,2024-08-26_459,,AM,,,0.579524040222168,2024-08-26T10:22:36.030000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T10:23:33.880000,,,,,,2024-08-26_460,,AM,,,0.1540837585926056,2024-08-26T10:23:33.880000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T10:27:05.010000,,,,,,2024-08-26_461,,AM,,,0.10071823000907898,2024-08-26T10:27:05.010000,,,True,R1F0E,
Detection,,2024-08-26,,,False,2024-08-26T10:27:35.010000,,,,,,2024-08-26_462,,AM,,,0.17311891913414001,2024-08-26T10:27:35.010000,,,True,R1F0E,
