p_detected,s_error,s_confidence,date,code,s_predicted,depth,long,event_id,network,mag,lat,s_detected,time,unique_id,plot_path,mag_type,catalogued,p_confidence,epi_distance,detected,provider,p_error,p_predicted
2024-07-01T07:26:42.230000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:26:42.230000,2024-07-01_143,,,False,0.3900336325168609,,True,Detection,,
2024-07-01T07:28:22.140000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:28:22.140000,2024-07-01_144,,,False,0.2280542254447937,,True,Detection,,
2024-07-01T07:34:36,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:34:36,2024-07-01_145,,,False,0.6083452105522156,,True,Detection,,
2024-07-01T07:39:33.190000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:39:33.190000,2024-07-01_146,,,False,0.6240103244781494,,True,Detection,,
2024-07-01T07:39:52.310000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:39:52.310000,2024-07-01_147,,,False,0.2925368249416351,,True,Detection,,
2024-07-01T07:43:06.010000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:43:06.010000,2024-07-01_148,,,False,0.8826185464859009,,True,Detection,,
2024-07-01T07:43:45.810000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:43:45.810000,2024-07-01_149,,,False,0.2117918878793716,,True,Detection,,
2024-07-01T07:44:52.030000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:44:52.030000,2024-07-01_150,,,False,0.8409198522567749,,True,Detection,,
2024-07-01T07:45:23.490000,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:45:23.490000,2024-07-01_151,,,False,0.4912039935588836,,True,Detection,,
,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:45:24.530000,2024-07-01_152,,,False,,,True,Detection,,
2024-07-01T07:46:05,,,2024-07-01,R50D6,,,,,AM,,,,2024-07-01T07:46:05,2024-07-01_153,,,False,0.3959769308567047,,True,Detection,,
